COMMUNITY_AREA_NUMBER,PERCENT_OF_HOUSING_CROWDED,PERCENT_HOUSEHOLDS_BELOW_POVERTY,PERCENT_AGED_16__UNEMPLOYED,PERCENT_AGED_25__WITHOUT_HIGH_SCHOOL_DIPLOMA,PERCENT_AGED_UNDER_18_OR_OVER_64,PER_CAPITA_INCOME,PRIMARY_TYPE,HARDSHIP_INDEX,INCOME_PER_CAPITA,AVG_SCORE
24,2.3,14.7,6.6,12.9,21.7,43198,THEFT,10,2938.64,147978.0
24,2.3,14.7,6.6,12.9,21.7,43198,THEFT,10,2938.64,147978.0
24,2.3,14.7,6.6,12.9,21.7,43198,BATTERY,10,2938.64,147978.0
24,2.3,14.7,6.6,12.9,21.7,43198,BATTERY,10,2938.64,147978.0
24,2.3,14.7,6.6,12.9,21.7,43198,CRIMINAL DAMAGE,10,2938.64,147978.0
24,2.3,14.7,6.6,12.9,21.7,43198,DECEPTIVE PRACTICE,10,2938.64,147978.0
24,2.3,14.7,6.6,12.9,21.7,43198,CRIMINAL DAMAGE,10,2938.64,147978.0
24,2.3,14.7,6.6,12.9,21.7,43198,CRIMINAL DAMAGE,10,2938.64,147978.0
24,2.3,14.7,6.6,12.9,21.7,43198,CRIMINAL DAMAGE,10,2938.64,147978.0
24,2.3,14.7,6.6,12.9,21.7,43198,OTHER OFFENSE,10,2938.64,147978.0
24,2.3,14.7,6.6,12.9,21.7,43198,BURGLARY,10,2938.64,147978.0
24,2.3,14.7,6.6,12.9,21.7,43198,DECEPTIVE PRACTICE,10,2938.64,147978.0
24,2.3,14.7,6.6,12.9,21.7,43198,THEFT,10,2938.64,184645.0
24,2.3,14.7,6.6,12.9,21.7,43198,THEFT,10,2938.64,184645.0
24,2.3,14.7,6.6,12.9,21.7,43198,THEFT,10,2938.64,184645.0
24,2.3,14.7,6.6,12.9,21.7,43198,BATTERY,10,2938.64,184645.0
24,2.3,14.7,6.6,12.9,21.7,43198,BATTERY,10,2938.64,184645.0
24,2.3,14.7,6.6,12.9,21.7,43198,CRIMINAL DAMAGE,10,2938.64,184645.0
24,2.3,14.7,6.6,12.9,21.7,43198,DECEPTIVE PRACTICE,10,2938.64,184645.0
24,2.3,14.7,6.6,12.9,21.7,43198,CRIMINAL DAMAGE,10,2938.64,184645.0
24,2.3,14.7,6.6,12.9,21.7,43198,CRIMINAL DAMAGE,10,2938.64,184645.0
24,2.3,14.7,6.6,12.9,21.7,43198,CRIMINAL DAMAGE,10,2938.64,184645.0
24,2.3,14.7,6.6,12.9,21.7,43198,OTHER OFFENSE,10,2938.64,184645.0
24,2.3,14.7,6.6,12.9,21.7,43198,BURGLARY,10,2938.64,184645.0
24,2.3,14.7,6.6,12.9,21.7,43198,DECEPTIVE PRACTICE,10,2938.64,184645.0
1,7.7,23.6,8.7,18.2,27.5,23939,THEFT,39,1014.36,101144.0
1,7.7,23.6,8.7,18.2,27.5,23939,CRIMINAL DAMAGE,39,1014.36,101144.0
1,7.7,23.6,8.7,18.2,27.5,23939,NARCOTICS,39,1014.36,101144.0
1,7.7,23.6,8.7,18.2,27.5,23939,OTHER OFFENSE,39,1014.36,101144.0
1,7.7,23.6,8.7,18.2,27.5,23939,DECEPTIVE PRACTICE,39,1014.36,101144.0
1,7.7,23.6,8.7,18.2,27.5,23939,PROSTITUTION,39,1014.36,101144.0
53,3.3,25.9,19.4,20.5,42.1,16563,CRIMINAL DAMAGE,62,639.5,105077.0
53,3.3,25.9,19.4,20.5,42.1,16563,NARCOTICS,62,639.5,105077.0
53,3.3,25.9,19.4,20.5,42.1,16563,BURGLARY,62,639.5,105077.0
53,3.3,25.9,19.4,20.5,42.1,16563,ROBBERY,62,639.5,105077.0
53,3.3,25.9,19.4,20.5,42.1,16563,ROBBERY,62,639.5,105077.0
53,3.3,25.9,19.4,20.5,42.1,16563,ARSON,62,639.5,105077.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,CONCEALED CARRY LICENSE VIOLATION,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,MOTOR VEHICLE THEFT,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,DECEPTIVE PRACTICE,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,ROBBERY,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,PROSTITUTION,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,WEAPONS VIOLATION,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,KIDNAPPING,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,ASSAULT,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,ASSAULT,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,ASSAULT,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,BURGLARY,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,BURGLARY,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,BURGLARY,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,OTHER OFFENSE,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,OTHER OFFENSE,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,ASSAULT,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,CRIMINAL DAMAGE,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,CRIMINAL DAMAGE,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,105219.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,105219.0
30,15.2,30.7,15.8,54.8,33.8,10402,THEFT,96,338.83,121140.0
30,15.2,30.7,15.8,54.8,33.8,10402,THEFT,96,338.83,121140.0
30,15.2,30.7,15.8,54.8,33.8,10402,BATTERY,96,338.83,121140.0
30,15.2,30.7,15.8,54.8,33.8,10402,BATTERY,96,338.83,121140.0
30,15.2,30.7,15.8,54.8,33.8,10402,BATTERY,96,338.83,121140.0
30,15.2,30.7,15.8,54.8,33.8,10402,CRIMINAL DAMAGE,96,338.83,121140.0
30,15.2,30.7,15.8,54.8,33.8,10402,BURGLARY,96,338.83,121140.0
30,15.2,30.7,15.8,54.8,33.8,10402,ROBBERY,96,338.83,121140.0
29,7.4,43.1,21.2,27.6,42.7,12034,THEFT,87,279.21,124819.0
29,7.4,43.1,21.2,27.6,42.7,12034,BATTERY,87,279.21,124819.0
29,7.4,43.1,21.2,27.6,42.7,12034,BATTERY,87,279.21,124819.0
29,7.4,43.1,21.2,27.6,42.7,12034,BATTERY,87,279.21,124819.0
29,7.4,43.1,21.2,27.6,42.7,12034,BATTERY,87,279.21,124819.0
29,7.4,43.1,21.2,27.6,42.7,12034,BATTERY,87,279.21,124819.0
29,7.4,43.1,21.2,27.6,42.7,12034,BURGLARY,87,279.21,124819.0
29,7.4,43.1,21.2,27.6,42.7,12034,ROBBERY,87,279.21,124819.0
29,7.4,43.1,21.2,27.6,42.7,12034,WEAPONS VIOLATION,87,279.21,124819.0
29,7.4,43.1,21.2,27.6,42.7,12034,OFFENSE INVOLVING CHILDREN,87,279.21,124819.0
29,7.4,43.1,21.2,27.6,42.7,12034,BATTERY,87,279.21,124819.0
29,7.4,43.1,21.2,27.6,42.7,12034,CRIMINAL DAMAGE,87,279.21,124819.0
29,7.4,43.1,21.2,27.6,42.7,12034,CRIMINAL DAMAGE,87,279.21,124819.0
29,7.4,43.1,21.2,27.6,42.7,12034,NARCOTICS,87,279.21,124819.0
29,7.4,43.1,21.2,27.6,42.7,12034,NARCOTICS,87,279.21,124819.0
29,7.4,43.1,21.2,27.6,42.7,12034,NARCOTICS,87,279.21,124819.0
73,1.1,16.9,20.8,13.7,42.6,19713,THEFT,48,1166.45,174747.0
73,1.1,16.9,20.8,13.7,42.6,19713,THEFT,48,1166.45,174747.0
73,1.1,16.9,20.8,13.7,42.6,19713,BATTERY,48,1166.45,174747.0
8,1.9,12.9,7.0,2.5,22.6,88669,THEFT,1,6873.57,215151.0
8,1.9,12.9,7.0,2.5,22.6,88669,THEFT,1,6873.57,215151.0
8,1.9,12.9,7.0,2.5,22.6,88669,THEFT,1,6873.57,215151.0
8,1.9,12.9,7.0,2.5,22.6,88669,THEFT,1,6873.57,215151.0
8,1.9,12.9,7.0,2.5,22.6,88669,BATTERY,1,6873.57,215151.0
8,1.9,12.9,7.0,2.5,22.6,88669,BATTERY,1,6873.57,215151.0
8,1.9,12.9,7.0,2.5,22.6,88669,PROSTITUTION,1,6873.57,215151.0
8,1.9,12.9,7.0,2.5,22.6,88669,GAMBLING,1,6873.57,215151.0
8,1.9,12.9,7.0,2.5,22.6,88669,OTHER NARCOTIC VIOLATION,1,6873.57,215151.0
8,1.9,12.9,7.0,2.5,22.6,88669,CRIMINAL DAMAGE,1,6873.57,215151.0
8,1.9,12.9,7.0,2.5,22.6,88669,OTHER OFFENSE,1,6873.57,215151.0
8,1.9,12.9,7.0,2.5,22.6,88669,OTHER OFFENSE,1,6873.57,215151.0
8,1.9,12.9,7.0,2.5,22.6,88669,ASSAULT,1,6873.57,215151.0
8,1.9,12.9,7.0,2.5,22.6,88669,DECEPTIVE PRACTICE,1,6873.57,215151.0
8,1.9,12.9,7.0,2.5,22.6,88669,DECEPTIVE PRACTICE,1,6873.57,215151.0
10,2.0,5.4,9.0,11.5,39.5,32875,CRIMINAL DAMAGE,21,6087.96,215186.0
10,2.0,5.4,9.0,11.5,39.5,32875,CRIMINAL DAMAGE,21,6087.96,215186.0
10,2.0,5.4,9.0,11.5,39.5,32875,ROBBERY,21,6087.96,215186.0
22,3.2,16.8,8.2,14.8,26.2,31908,THEFT,23,1899.29,185313.0
22,3.2,16.8,8.2,14.8,26.2,31908,THEFT,23,1899.29,185313.0
22,3.2,16.8,8.2,14.8,26.2,31908,THEFT,23,1899.29,185313.0
22,3.2,16.8,8.2,14.8,26.2,31908,CRIMINAL DAMAGE,23,1899.29,185313.0
22,3.2,16.8,8.2,14.8,26.2,31908,CRIMINAL DAMAGE,23,1899.29,185313.0
22,3.2,16.8,8.2,14.8,26.2,31908,OTHER OFFENSE,23,1899.29,185313.0
22,3.2,16.8,8.2,14.8,26.2,31908,MOTOR VEHICLE THEFT,23,1899.29,185313.0
22,3.2,16.8,8.2,14.8,26.2,31908,CRIMINAL TRESPASS,23,1899.29,185313.0
22,3.2,16.8,8.2,14.8,26.2,31908,WEAPONS VIOLATION,23,1899.29,185313.0
53,3.3,25.9,19.4,20.5,42.1,16563,CRIMINAL DAMAGE,62,639.5,114950.0
53,3.3,25.9,19.4,20.5,42.1,16563,NARCOTICS,62,639.5,114950.0
53,3.3,25.9,19.4,20.5,42.1,16563,BURGLARY,62,639.5,114950.0
53,3.3,25.9,19.4,20.5,42.1,16563,ROBBERY,62,639.5,114950.0
53,3.3,25.9,19.4,20.5,42.1,16563,ROBBERY,62,639.5,114950.0
53,3.3,25.9,19.4,20.5,42.1,16563,ARSON,62,639.5,114950.0
12,1.1,7.5,6.8,4.9,40.5,44164,SEX OFFENSE,11,5888.53,332553.0
71,4.0,27.6,28.3,18.5,41.9,15528,THEFT,74,562.61,118151.0
71,4.0,27.6,28.3,18.5,41.9,15528,BATTERY,74,562.61,118151.0
71,4.0,27.6,28.3,18.5,41.9,15528,CRIMINAL DAMAGE,74,562.61,118151.0
71,4.0,27.6,28.3,18.5,41.9,15528,NARCOTICS,74,562.61,118151.0
71,4.0,27.6,28.3,18.5,41.9,15528,ASSAULT,74,562.61,118151.0
71,4.0,27.6,28.3,18.5,41.9,15528,ASSAULT,74,562.61,118151.0
71,4.0,27.6,28.3,18.5,41.9,15528,PUBLIC INDECENCY,74,562.61,118151.0
71,4.0,27.6,28.3,18.5,41.9,15528,RITUALISM,74,562.61,118151.0
71,4.0,27.6,28.3,18.5,41.9,15528,BURGLARY,74,562.61,118151.0
71,4.0,27.6,28.3,18.5,41.9,15528,MOTOR VEHICLE THEFT,74,562.61,118151.0
71,4.0,27.6,28.3,18.5,41.9,15528,DECEPTIVE PRACTICE,74,562.61,118151.0
71,4.0,27.6,28.3,18.5,41.9,15528,DECEPTIVE PRACTICE,74,562.61,118151.0
71,4.0,27.6,28.3,18.5,41.9,15528,ROBBERY,74,562.61,118151.0
71,4.0,27.6,28.3,18.5,41.9,15528,CRIMINAL TRESPASS,74,562.61,118151.0
20,6.9,20.5,13.1,41.6,36.4,15089,BURGLARY,71,736.05,0.0
20,6.9,20.5,13.1,41.6,36.4,15089,DECEPTIVE PRACTICE,71,736.05,0.0
20,6.9,20.5,13.1,41.6,36.4,15089,CRIM SEXUAL ASSAULT,71,736.05,0.0
63,15.8,23.4,18.2,51.5,38.8,12171,THEFT,93,520.13,191379.0
63,15.8,23.4,18.2,51.5,38.8,12171,CRIMINAL DAMAGE,93,520.13,191379.0
63,15.8,23.4,18.2,51.5,38.8,12171,CRIMINAL DAMAGE,93,520.13,191379.0
63,15.8,23.4,18.2,51.5,38.8,12171,NARCOTICS,93,520.13,191379.0
63,15.8,23.4,18.2,51.5,38.8,12171,ASSAULT,93,520.13,191379.0
63,15.8,23.4,18.2,51.5,38.8,12171,MOTOR VEHICLE THEFT,93,520.13,191379.0
63,15.8,23.4,18.2,51.5,38.8,12171,PUBLIC PEACE VIOLATION,93,520.13,191379.0
68,3.8,46.6,28.0,28.5,42.5,11888,THEFT,94,255.11,101274.0
68,3.8,46.6,28.0,28.5,42.5,11888,THEFT,94,255.11,101274.0
68,3.8,46.6,28.0,28.5,42.5,11888,THEFT,94,255.11,101274.0
68,3.8,46.6,28.0,28.5,42.5,11888,THEFT,94,255.11,101274.0
68,3.8,46.6,28.0,28.5,42.5,11888,THEFT,94,255.11,101274.0
68,3.8,46.6,28.0,28.5,42.5,11888,BATTERY,94,255.11,101274.0
68,3.8,46.6,28.0,28.5,42.5,11888,MOTOR VEHICLE THEFT,94,255.11,101274.0
68,3.8,46.6,28.0,28.5,42.5,11888,MOTOR VEHICLE THEFT,94,255.11,101274.0
68,3.8,46.6,28.0,28.5,42.5,11888,CRIM SEXUAL ASSAULT,94,255.11,101274.0
68,3.8,46.6,28.0,28.5,42.5,11888,ASSAULT,94,255.11,101274.0
68,3.8,46.6,28.0,28.5,42.5,11888,ASSAULT,94,255.11,101274.0
68,3.8,46.6,28.0,28.5,42.5,11888,ASSAULT,94,255.11,101274.0
68,3.8,46.6,28.0,28.5,42.5,11888,ASSAULT,94,255.11,101274.0
68,3.8,46.6,28.0,28.5,42.5,11888,BURGLARY,94,255.11,101274.0
68,3.8,46.6,28.0,28.5,42.5,11888,BURGLARY,94,255.11,101274.0
68,3.8,46.6,28.0,28.5,42.5,11888,BATTERY,94,255.11,101274.0
68,3.8,46.6,28.0,28.5,42.5,11888,BATTERY,94,255.11,101274.0
68,3.8,46.6,28.0,28.5,42.5,11888,BATTERY,94,255.11,101274.0
68,3.8,46.6,28.0,28.5,42.5,11888,CRIMINAL DAMAGE,94,255.11,101274.0
68,3.8,46.6,28.0,28.5,42.5,11888,NARCOTICS,94,255.11,101274.0
68,3.8,46.6,28.0,28.5,42.5,11888,OTHER OFFENSE,94,255.11,101274.0
67,4.8,34.4,35.9,26.3,40.7,11317,THEFT,89,328.98,118384.0
67,4.8,34.4,35.9,26.3,40.7,11317,THEFT,89,328.98,118384.0
67,4.8,34.4,35.9,26.3,40.7,11317,THEFT,89,328.98,118384.0
67,4.8,34.4,35.9,26.3,40.7,11317,BATTERY,89,328.98,118384.0
67,4.8,34.4,35.9,26.3,40.7,11317,CRIMINAL DAMAGE,89,328.98,118384.0
67,4.8,34.4,35.9,26.3,40.7,11317,CRIMINAL DAMAGE,89,328.98,118384.0
67,4.8,34.4,35.9,26.3,40.7,11317,OTHER OFFENSE,89,328.98,118384.0
67,4.8,34.4,35.9,26.3,40.7,11317,BURGLARY,89,328.98,118384.0
67,4.8,34.4,35.9,26.3,40.7,11317,MOTOR VEHICLE THEFT,89,328.98,118384.0
67,4.8,34.4,35.9,26.3,40.7,11317,ROBBERY,89,328.98,118384.0
67,4.8,34.4,35.9,26.3,40.7,11317,WEAPONS VIOLATION,89,328.98,118384.0
67,4.8,34.4,35.9,26.3,40.7,11317,INTERFERENCE WITH PUBLIC OFFICER,89,328.98,118384.0
8,1.9,12.9,7.0,2.5,22.6,88669,THEFT,1,6873.57,0.0
8,1.9,12.9,7.0,2.5,22.6,88669,THEFT,1,6873.57,0.0
8,1.9,12.9,7.0,2.5,22.6,88669,THEFT,1,6873.57,0.0
8,1.9,12.9,7.0,2.5,22.6,88669,THEFT,1,6873.57,0.0
8,1.9,12.9,7.0,2.5,22.6,88669,BATTERY,1,6873.57,0.0
8,1.9,12.9,7.0,2.5,22.6,88669,BATTERY,1,6873.57,0.0
8,1.9,12.9,7.0,2.5,22.6,88669,PROSTITUTION,1,6873.57,0.0
8,1.9,12.9,7.0,2.5,22.6,88669,GAMBLING,1,6873.57,0.0
8,1.9,12.9,7.0,2.5,22.6,88669,OTHER NARCOTIC VIOLATION,1,6873.57,0.0
8,1.9,12.9,7.0,2.5,22.6,88669,CRIMINAL DAMAGE,1,6873.57,0.0
8,1.9,12.9,7.0,2.5,22.6,88669,OTHER OFFENSE,1,6873.57,0.0
8,1.9,12.9,7.0,2.5,22.6,88669,OTHER OFFENSE,1,6873.57,0.0
8,1.9,12.9,7.0,2.5,22.6,88669,ASSAULT,1,6873.57,0.0
8,1.9,12.9,7.0,2.5,22.6,88669,DECEPTIVE PRACTICE,1,6873.57,0.0
8,1.9,12.9,7.0,2.5,22.6,88669,DECEPTIVE PRACTICE,1,6873.57,0.0
63,15.8,23.4,18.2,51.5,38.8,12171,THEFT,93,520.13,0.0
63,15.8,23.4,18.2,51.5,38.8,12171,CRIMINAL DAMAGE,93,520.13,0.0
63,15.8,23.4,18.2,51.5,38.8,12171,CRIMINAL DAMAGE,93,520.13,0.0
63,15.8,23.4,18.2,51.5,38.8,12171,NARCOTICS,93,520.13,0.0
63,15.8,23.4,18.2,51.5,38.8,12171,ASSAULT,93,520.13,0.0
63,15.8,23.4,18.2,51.5,38.8,12171,MOTOR VEHICLE THEFT,93,520.13,0.0
63,15.8,23.4,18.2,51.5,38.8,12171,PUBLIC PEACE VIOLATION,93,520.13,0.0
53,3.3,25.9,19.4,20.5,42.1,16563,CRIMINAL DAMAGE,62,639.5,58251.0
53,3.3,25.9,19.4,20.5,42.1,16563,NARCOTICS,62,639.5,58251.0
53,3.3,25.9,19.4,20.5,42.1,16563,BURGLARY,62,639.5,58251.0
53,3.3,25.9,19.4,20.5,42.1,16563,ROBBERY,62,639.5,58251.0
53,3.3,25.9,19.4,20.5,42.1,16563,ROBBERY,62,639.5,58251.0
53,3.3,25.9,19.4,20.5,42.1,16563,ARSON,62,639.5,58251.0
33,1.3,13.8,4.9,7.4,21.8,59077,ASSAULT,7,4280.94,281145.0
43,2.8,31.1,20.0,14.0,35.7,19398,THEFT,55,623.73,0.0
43,2.8,31.1,20.0,14.0,35.7,19398,BATTERY,55,623.73,0.0
43,2.8,31.1,20.0,14.0,35.7,19398,BATTERY,55,623.73,0.0
43,2.8,31.1,20.0,14.0,35.7,19398,BATTERY,55,623.73,0.0
43,2.8,31.1,20.0,14.0,35.7,19398,CRIMINAL DAMAGE,55,623.73,0.0
43,2.8,31.1,20.0,14.0,35.7,19398,NARCOTICS,55,623.73,0.0
43,2.8,31.1,20.0,14.0,35.7,19398,ASSAULT,55,623.73,0.0
43,2.8,31.1,20.0,14.0,35.7,19398,BURGLARY,55,623.73,0.0
43,2.8,31.1,20.0,14.0,35.7,19398,OFFENSE INVOLVING CHILDREN,55,623.73,0.0
67,4.8,34.4,35.9,26.3,40.7,11317,THEFT,89,328.98,0.0
67,4.8,34.4,35.9,26.3,40.7,11317,THEFT,89,328.98,0.0
67,4.8,34.4,35.9,26.3,40.7,11317,THEFT,89,328.98,0.0
67,4.8,34.4,35.9,26.3,40.7,11317,BATTERY,89,328.98,0.0
67,4.8,34.4,35.9,26.3,40.7,11317,CRIMINAL DAMAGE,89,328.98,0.0
67,4.8,34.4,35.9,26.3,40.7,11317,CRIMINAL DAMAGE,89,328.98,0.0
67,4.8,34.4,35.9,26.3,40.7,11317,OTHER OFFENSE,89,328.98,0.0
67,4.8,34.4,35.9,26.3,40.7,11317,BURGLARY,89,328.98,0.0
67,4.8,34.4,35.9,26.3,40.7,11317,MOTOR VEHICLE THEFT,89,328.98,0.0
67,4.8,34.4,35.9,26.3,40.7,11317,ROBBERY,89,328.98,0.0
67,4.8,34.4,35.9,26.3,40.7,11317,WEAPONS VIOLATION,89,328.98,0.0
67,4.8,34.4,35.9,26.3,40.7,11317,INTERFERENCE WITH PUBLIC OFFICER,89,328.98,0.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,CONCEALED CARRY LICENSE VIOLATION,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,MOTOR VEHICLE THEFT,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,DECEPTIVE PRACTICE,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,ROBBERY,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,PROSTITUTION,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,WEAPONS VIOLATION,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,KIDNAPPING,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,ASSAULT,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,ASSAULT,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,ASSAULT,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,BURGLARY,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,BURGLARY,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,BURGLARY,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,OTHER OFFENSE,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,OTHER OFFENSE,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,ASSAULT,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,CRIMINAL DAMAGE,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,CRIMINAL DAMAGE,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,NARCOTICS,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,THEFT,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,118590.0
25,6.3,28.6,22.6,24.4,37.9,15957,BATTERY,73,557.94,118590.0
30,15.2,30.7,15.8,54.8,33.8,10402,THEFT,96,338.83,236429.0
30,15.2,30.7,15.8,54.8,33.8,10402,THEFT,96,338.83,236429.0
30,15.2,30.7,15.8,54.8,33.8,10402,BATTERY,96,338.83,236429.0
30,15.2,30.7,15.8,54.8,33.8,10402,BATTERY,96,338.83,236429.0
30,15.2,30.7,15.8,54.8,33.8,10402,BATTERY,96,338.83,236429.0
30,15.2,30.7,15.8,54.8,33.8,10402,CRIMINAL DAMAGE,96,338.83,236429.0
30,15.2,30.7,15.8,54.8,33.8,10402,BURGLARY,96,338.83,236429.0
30,15.2,30.7,15.8,54.8,33.8,10402,ROBBERY,96,338.83,236429.0
2,7.8,17.2,8.8,20.8,38.5,23040,THEFT,46,1339.53,333333.0
2,7.8,17.2,8.8,20.8,38.5,23040,BATTERY,46,1339.53,333333.0
2,7.8,17.2,8.8,20.8,38.5,23040,BATTERY,46,1339.53,333333.0
2,7.8,17.2,8.8,20.8,38.5,23040,OTHER OFFENSE,46,1339.53,333333.0
2,7.8,17.2,8.8,20.8,38.5,23040,OTHER OFFENSE,46,1339.53,333333.0
2,7.8,17.2,8.8,20.8,38.5,23040,DECEPTIVE PRACTICE,46,1339.53,333333.0
